Nationalitätszeichen,Unterscheidungszeichen,StadtOderKreis,Herleitung,HerleitungMarkiert,Bundesland.Iso3166-2,Bundesland.Name,Fußnoten,Bemerkung
D,IGB,Stadt St. Ingbert,Ingbert,InGBert,DE-SL,Saarland,,
D,IK,Ilm-Kreis,Ilm-Kreis,Ilm-Kreis,DE-TH,Thüringen,,
D,IL,Ilm-Kreis,Ilmenau,ILmenau,DE-TH,Thüringen,,
D,ILL,Neu-Ulm,Illertissen,ILLertissen,DE-BY,Bayern,,
D,IN,Stadt Ingolstadt,Ingolstadt,INgolstadt,DE-BY,Bayern,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Eichstätt"
D,IZ,Steinburg,Itzehoe,ItZehoe,DE-SH,Schleswig-Holstein,,
D,J,Stadt Jena,Jena,Jena,DE-TH,Thüringen,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Saale-Holzland-Kreis"
D,JB,Teltow-Fläming,Jüterbog,JüterBog,DE-BB,Brandenburg,,
D,JE,Wittenberg,Jessen,JEssen,DE-ST,Sachsen-Anhalt,,
D,JL,Jerichower Land,Jerichower Land,Jerichower Land,DE-ST,Sachsen-Anhalt,,
D,JÜL,Düren,Jülich,JÜLich,DE-NW,Nordrhein-Westfalen,,
D,K,Stadt Köln,Köln,Köln,DE-NW,Nordrhein-Westfalen,,
D,KA,Karlsruhe,Karlsruhe,KArlsruhe,DE-BW,Baden-Württemberg,1,
D,KB,Waldeck-Frankenberg,Korbach,KorBach,DE-HE,Hessen,,
D,KC,Kronach,Kronach,KronaCh,DE-BY,Bayern,,
D,KE,Stadt Kempten (Allgäu),Kempten,KEmpten,DE-BY,Bayern,1,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Oberallgäu"
D,KEH,Kelheim,Kelheim,KElHeim,DE-BY,Bayern,,
D,KEL,Ortenaukreis,Kehl,KEhL,DE-BW,Baden-Württemberg,,
D,KEM,"Bayreuth, Tirschenreuth",Kemnath,KEMnath,DE-BY,Bayern,"3,3",
D,KF,Stadt Kaufbeuren,Kaufbeuren,KauFbeuren,DE-BY,Bayern,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Ostallgäu"
D,KG,Bad Kissingen,Kissingen,KissinGen,DE-BY,Bayern,,
D,KH,Bad Kreuznach,Kreuznach,KreuznacH,DE-RP,Rheinland-Pfalz,,
D,KI,Kiel,Kiel,KIel,DE-SH,Schleswig-Holstein,,
D,KIB,Donnersbergkreis,Kirchheimbolanden,KIrchheimBolanden,DE-RP,Rheinland-Pfalz,,
D,KK,Viersen,"Kempen, Krefeld","Kempen, Krefeld",DE-NW,Nordrhein-Westfalen,,
D,KL,Kaiserslautern,Kaiserslautern,KaisersLautern,DE-RP,Rheinland-Pfalz,,
D,KLE,Kleve,Kleve,KLEve,DE-NW,Nordrhein-Westfalen,,
D,KLZ,Altmarkkreis Salzwedel,Klötze,KLötZe,DE-ST,Sachsen-Anhalt,,
D,KM,Bautzen,Kamenz,KaMenz,DE-SN,Sachsen,,
D,KN,Konstanz,Konstanz,KoNstanz,DE-BW,Baden-Württemberg,,
D,KO,Stadt Koblenz,Koblenz,KOblenz,DE-RP,Rheinland-Pfalz,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Kreis Mayen-Koblenz"
D,KR,Stadt Krefeld,Krefeld,KRefeld,DE-NW,Nordrhein-Westfalen,,
D,KRU,Günzburg,Krumbach,KRUmbach,DE-BY,Bayern,,
D,KS,Kassel,Kassel,KasSel,DE-HE,Hessen,3,
D,KT,Kitzingen,Kitzingen,KiTzingen,DE-BY,Bayern,,
D,KU,Kulmbach,Kulmbach,KUlmbach,DE-BY,Bayern,,
D,KUS,Kusel,Kusel,KUSel,DE-RP,Rheinland-Pfalz,,
D,KW,Dahme-Spreewald,Königs Wusterhausen,Königs Wusterhausen,DE-BB,Brandenburg,,
D,KY,Ostprignitz-Ruppin,Kyritz,KYritz,DE-BB,Brandenburg,,
D,KYF,Kyffhäuserkreis,Kyffhäuser,KYFfhäuser,DE-TH,Thüringen,,
D,KÖN,Rhön-Grabfeld,Königshofen,KÖNigshofen,DE-BY,Bayern,,
D,KÖT,Anhalt-Bitterfeld,Köthen,KÖThen,DE-ST,Sachsen-Anhalt,,
D,KÖZ,Cham,Kötzting,KÖtZting,DE-BY,Bayern,,
D,KÜN,Hohenlohekreis,Künzelsau,KÜNzelsau,DE-BW,Baden-Württemberg,,
D,L,Leipzig,Leipzig,Leipzig,DE-SN,Sachsen,1,
D,LA,Landshut,Landshut,LAndshut,DE-BY,Bayern,1,
D,LAN,Dingolfing-Landau,Landau,LANdau,DE-BY,Bayern,,
D,LAU,Nürnberger Land,Lauf,LAUf,DE-BY,Bayern,,
D,LB,Ludwigsburg,Ludwigsburg,LudwigsBurg,DE-BW,Baden-Württemberg,,
D,LBS,Saale-Orla-Kreis,Lobenstein,LoBenStein,DE-TH,Thüringen,,
D,LBZ,Ludwigslust-Parchim,Lübz,LüBZ,DE-MV,Mecklenburg-Vorpommern,,
D,LC,Dahme-Spreewald,Luckau,LuCkau,DE-BB,Brandenburg,,
D,LD,Stadt Landau in der Pfalz,Landau,LanDau,DE-RP,Rheinland-Pfalz,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Kreis Südliche Weinstraße"
D,LDK,Lahn-Dill-Kreis in Wetzlar,Lahn-Dill-Kreis,Lahn-Dill-Kreis,DE-HE,Hessen,,
D,LDS,Dahme-Spreewald,Landkreis Dahme-Spreewald,Landkreis Dahme-Spreewald,DE-BB,Brandenburg,,
D,LEO,Böblingen,Leonberg,LEOnberg,DE-BW,Baden-Württemberg,,
D,LER,Leer,Leer,LEeR,DE-NI,Niedersachsen,,
D,LEV,Stadt Leverkusen,Leverkusen,LEVerkusen,DE-NW,Nordrhein-Westfalen,,
D,LF,"Altötting, Berchtesgadener Land, Traunstein",Laufen,LauFen,DE-BY,Bayern,"3,3,3",
D,LG,Lüneburg,Lüneburg,LüneburG,DE-NI,Niedersachsen,,
D,LH,"Coesfeld, Unna",Lüdinghausen,LüdingHausen,DE-NW,Nordrhein-Westfalen,"3,3",
D,LI,Lindau (Bodensee),Lindau,LIndau,DE-BY,Bayern,,
D,LIB,Elbe-Elster,Liebenwerda,LIeBenwerda,DE-BB,Brandenburg,,
D,LIF,Lichtenfels,Lichtenfels,LIchtenFels,DE-BY,Bayern,,
D,LIP,Lippe,Lippe,LIPpe,DE-NW,Nordrhein-Westfalen,,
D,LL,Landsberg am Lech,Landsberg am Lech,Landsberg am Lech,DE-BY,Bayern,,
D,LM,Limburg-Weilburg,Limburg,LiMburg,DE-HE,Hessen,,
D,LN,Dahme-Spreewald,Lübben,LübbeN,DE-BB,Brandenburg,,
D,LOS,Oder-Spree,Landkreis Oder-Spree,Landkreis Oder-Spree,DE-BB,Brandenburg,,
D,LP,Soest,Lippstadt,LiPpstadt,DE-NW,Nordrhein-Westfalen,,
D,LR,Ortenaukreis,Lahr,LahR,DE-BW,Baden-Württemberg,,
D,LRO,Landkreis Rostock,Landkreis Rostock,Landkreis ROstock,DE-MV,Mecklenburg-Vorpommern,,
D,LSZ,Unstrut-Hainich-Kreis,Langensalza,LangenSalZa,DE-TH,Thüringen,,
D,LU,Ludwigshafen am Rhein,Ludwigshafen,LUdwigshafen,DE-RP,Rheinland-Pfalz,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Rheinland-Pfalz-Kreis"
D,LUK,Teltow-Fläming,Luckenwalde,LUcKenwalde,DE-BB,Brandenburg,,
D,LUP,Ludwigslust-Parchim,"Ludwigslust, Parchim","LUdwigslust, Parchim",DE-MV,Mecklenburg-Vorpommern,,
D,LWL,Ludwigslust-Parchim,Ludwigslust,LudWigsLust,DE-MV,Mecklenburg-Vorpommern,,
D,LÖ,Lörrach,Lörrach,LÖrrach,DE-BW,Baden-Württemberg,,
D,LÖB,Görlitz,Löbau,LÖBau,DE-SN,Sachsen,,
D,LÜN,Unna,Lünen,LÜNen,DE-NW,Nordrhein-Westfalen,,
D,M,München,München,München,DE-BY,Bayern,1,
D,MA,Stadt Mannheim,Mannheim,MAnnheim,DE-BW,Baden-Württemberg,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Rhein-Neckar-Kreis"
D,MAB,Erzgebirgskreis,Marienberg,MArienBerg,DE-SN,Sachsen,,
D,MAI,"Kelheim, Landshut",Mainburg,MAInburg,DE-BY,Bayern,"3,3",
D,MAK,Wunsiedel i. Fichtelgebirge,Marktredwitz,MArKtredwitz,DE-BY,Bayern,,
D,MAL,Landshut Straubing-Bogen,Mallersdorf,MALlersdorf,DE-BY,Bayern,"3,3",
D,MB,Miesbach,Miesbach,MiesBach,DE-BY,Bayern,,
D,MC,Mecklenburgische Seenplatte,Malchin,MalChin,DE-MV,Mecklenburg-Vorpommern,,
D,MD,Stadt Magdeburg,Magdeburg,MagDeburg,DE-ST,Sachsen-Anhalt,,
D,ME,Mettmann,Mettmann,MEttmann,DE-NW,Nordrhein-Westfalen,,
D,MED,Dithmarschen,Meldorf,MElDorf,DE-SH,Schleswig-Holstein,,
D,MEG,Schwalm-Eder-Kreis,Melsungen,MElsunGen,DE-HE,Hessen,,
D,MEI,Meißen,Meißen,MEIßen,DE-SN,Sachsen,,
D,MEK,Erzgebirgskreis,Mittlerer Erzgebirgskreis,Mittlerer ErzgebirgsKreis,DE-SN,Sachsen,,
D,MEL,Osnabrück,Melle,MELle,DE-NI,Niedersachsen,,
D,MER,Saalekreis,Merseburg,MERseburg,DE-ST,Sachsen-Anhalt,,
D,MET,Rhön-Grabfeld,Mellrichstadt,MEllrichstadT,DE-BY,Bayern,,
D,MG,Stadt Mönchengladbach,Mönchengladbach,MönchenGladbach,DE-NW,Nordrhein-Westfalen,,
D,MGH,Main-Tauber-Kreis,Mergentheim,MerGentHeim,DE-BW,Baden-Württemberg,,
D,MGN,Schmalkalden-Meiningen,Meiningen,MeininGeN,DE-TH,Thüringen,,
D,MH,Stadt Mülheim an der Ruhr,Mülheim,MülHeim,DE-NW,Nordrhein-Westfalen,,
D,MHL,Unstrut-Hainich-Kreis,Mühlhausen,MüHLhausen,DE-TH,Thüringen,,
D,MI,Minden-Lübbecke,Minden,MInden,DE-NW,Nordrhein-Westfalen,,
D,MIL,Miltenberg,Miltenberg,MILtenberg,DE-BY,Bayern,,
D,MK,Märkischer Kreis,Märkischer Kreis,Märkischer Kreis,DE-NW,Nordrhein-Westfalen,,
D,MKK,Main-Kinzig-Kreis,Main-Kinzig-Kreis,Main-Kinzig-Kreis,DE-HE,Hessen,,
D,ML,Mansfeld-Südharz,Mansfelder Land,Mansfelder Land,DE-ST,Sachsen-Anhalt,,
D,MM,Stadt Memmingen,Memmingen,MemMingen,DE-BY,Bayern,1,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Unterallgäu"
D,MN,Unterallgäu,Mindelheim,MiNdelheim,DE-BY,Bayern,,
D,MO,Wesel,Moers,MOers,DE-NW,Nordrhein-Westfalen,,
D,MOD,Ostallgäu,Marktoberdorf,MarktOberDorf,DE-BY,Bayern,,
D,MOL,Märkisch-Oderland,Märkisch-Oderland,Märkisch-OderLand,DE-BB,Brandenburg,,
D,MON,"Aachen, Düren",Monschau,MONschau,DE-NW,Nordrhein-Westfalen,"3,3",
D,MOS,Neckar-Odenwald-Kreis,Mosbach,MOSbach,DE-BW,Baden-Württemberg,,
D,MQ,Saalekreis,"Merseburg, Querfurt","Merseburg, Querfurt",DE-ST,Sachsen-Anhalt,,
D,MR,Marburg-Biedenkopf,Marburg,MaRburg,DE-HE,Hessen,,
D,MS,Stadt Münster,Münster,MünSter,DE-NW,Nordrhein-Westfalen,,
D,MSE,Mecklenburgische Seenplatte,Mecklenburgische Seenplatte,Mecklenburgische SEenplatte,DE-MV,Mecklenburg-Vorpommern,,
D,MSH,Mansfeld-Südharz,"Mansfeld, Südharz","Mansfeld, SüdHarz",DE-ST,Sachsen-Anhalt,,
D,MSP,Main-Spessart,"Main, Spessart","Main, SPessart",DE-BY,Bayern,,
D,MST,Mecklenburgische Seenplatte,Mecklenburg-Strelitz,Mecklenburg-STrelitz,DE-MV,Mecklenburg-Vorpommern,,
D,MTK,Main-Taunus-Kreis,Main-Taunus-Kreis,Main-Taunus-Kreis,DE-HE,Hessen,,
D,MTL,Leipzig,Muldental,MuldenTaL,DE-SN,Sachsen,,
D,MUC,Stadt München,München,MUenChen,DE-BY,Bayern,,
D,MW,Mittelsachsen,Mittweida,MittWeida,DE-SN,Sachsen,,
D,MY,Mayen-Koblenz,Mayen,MaYen,DE-RP,Rheinland-Pfalz,,
D,MYK,Mayen-Koblenz,"Mayen, Koblenz","MaYen, Koblenz",DE-RP,Rheinland-Pfalz,,
D,MZ,Mainz,Mainz,MainZ,DE-RP,Rheinland-Pfalz,1,
D,MZG,Merzig-Wadern,Merzig,MerZiG,DE-SL,Saarland,,
D,MÜ,Mühldorf am Inn,Mühldorf,MÜhldorf,DE-BY,Bayern,,
D,MÜB,"Bayreuth, Hof",Münchberg,MÜnchBerg,DE-BY,Bayern,"3,3",
D,MÜL,Breisgau-Hochschwarzwald,Müllheim,MÜLlheim,DE-BW,Baden-Württemberg,,
D,MÜR,Mecklenburgische Seenplatte,Müritz,MÜRitz,DE-MV,Mecklenburg-Vorpommern,,
D,N,"Nürnberg Stadt, Nürnberger Land",Nürnberg,Nürnberg,DE-BY,Bayern,"3,3",
D,NAB,"Amberg-Sulzbach, Schwandorf",Nabburg,NABburg,DE-BY,Bayern,"3,3",
D,NAI,Hof,Naila,NAIla,DE-BY,Bayern,,
D,NAU,Havelland,Nauen,NAUen,DE-BB,Brandenburg,,
D,NB,Stadt Neubrandenburg,Neubrandenburg,NeuBrandenburg,DE-MV,Mecklenburg-Vorpommern,1,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Mecklenburg-Strelitz"
D,ND,Neuburg-Schrobenhausen,Neuburg an der Donau,Neuburg an der Donau,DE-BY,Bayern,,
D,NDH,Nordhausen,Nordhausen,NorDHausen,DE-TH,Thüringen,,
D,NE,Rhein-Kreis Neuss,Neuss,NEuss,DE-NW,Nordrhein-Westfalen,,
D,NEA,Neustadt an der Aisch-Bad Winsheim,Neustadt an der Aisch,NEustadt an der Aisch,DE-BY,Bayern,,
D,NEB,Burgenlandkreis,Nebra,NEBra,DE-ST,Sachsen-Anhalt,,
D,NEC,"Zulassungsstelle Coburg, Zweckverband",Neustadt bei Coburg,NEustadt bei Coburg,DE-BY,Bayern,,
D,NEN,Schwandorf,Neunburg,NEuNburg,DE-BY,Bayern,,
D,NES,Rhön-Grabfeld,Neustadt an der Saale,NEustadt an der Saale,DE-BY,Bayern,,
D,NEU,Breisgau-Hochschwarzwald,Neustadt,NEUstadt,DE-BW,Baden-Württemberg,,
D,NEW,Neustadt an der Waldnaab,Neustadt an der Waldnaab,NEustadt an der Waldnaab,DE-BY,Bayern,,
D,NF,Nordfriesland,Nordfriesland,NordFriesland,DE-SH,Schleswig-Holstein,,
D,NH,Sonneberg,Neuhaus,NeuHaus,DE-TH,Thüringen,,
D,NI,Nienburg (Weser),Nienburg,NIenburg,DE-NI,Niedersachsen,,
D,NK,Neunkirchen Saar,Neunkirchen,NeunKirchen,DE-SL,Saarland,,
D,NM,Neumarkt in der Oberpfalz,Neumarkt,NeuMarkt,DE-BY,Bayern,,
D,NMB,Burgenlandkreis,Naumburg,NauMBurg,DE-ST,Sachsen-Anhalt,,
D,NMS,Neumünster,Neumünster,NeuMünSter,DE-SH,Schleswig-Holstein,,
D,NOH,Grafschaft Bentheim,Nordhorn,NOrdHorn,DE-NI,Niedersachsen,,
D,NOL,Görlitz,Niederschlesische Oberlausitz,Niederschlesische OberLausitz,DE-SN,Sachsen,,
D,NOM,Northeim,Northeim,NOrtheiM,DE-NI,Niedersachsen,,
D,NOR,Aurich,Norden,NORden,DE-NI,Niedersachsen,,
D,NP,Ostprignitz-Ruppin,Neuruppin,NeurupPin,DE-BB,Brandenburg,,
D,NR,Neuwied,Neuwied am Rhein,Neuwied am Rhein,DE-RP,Rheinland-Pfalz,,
D,NT,Esslingen,Nürtingen,NürTingen,DE-BW,Baden-Württemberg,,
D,NU,Neu-Ulm,Neu-Ulm,Neu-Ulm,DE-BY,Bayern,,
D,NVP,Vorpommern-Rügen,Nordvorpommern,NordVorPommern,DE-MV,Mecklenburg-Vorpommern,,
D,NW,Neustadt an der Weinstraße,Neustadt an der Weinstraße,Neustadt an der Weinstraße,DE-RP,Rheinland-Pfalz,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Bad Dürkheim"
D,NWM,Nordwestmecklenburg,Nordwestmecklenburg,NordWestMecklenburg,DE-MV,Mecklenburg-Vorpommern,,
D,NY,Görlitz,Niesky,NieskY,DE-SN,Sachsen,,
D,NZ,Mecklenburgische Seenplatte,Neustrelitz,NeustrelitZ,DE-MV,Mecklenburg-Vorpommern,,
D,NÖ,Donau-Ries,Nördlingen,NÖrdlingen,DE-BY,Bayern,,
D,OA,Oberallgäu,Oberallgäu,OberAllgäu,DE-BY,Bayern,,
D,OAL,Ostallgäu,Ostallgäu,OstALlgäu,DE-BY,Bayern,,
D,OB,Stadt Oberhausen,Oberhausen,OBerhausen,DE-NW,Nordrhein-Westfalen,,
D,OBB,Miltenberg,Obernburg,OBernBurg,DE-BY,Bayern,,
D,OBG,Stendal,Osterburg,OsterBurG,DE-ST,Sachsen-Anhalt,,
D,OC,Börde,Oschersleben,OsChersleben,DE-ST,Sachsen-Anhalt,,
D,OCH,Würzburg,Ochsenfurt,OCHsenfurt,DE-BY,Bayern,,
D,OD,Stormarn,Oldesloe,OlDesloe,DE-SH,Schleswig-Holstein,,
D,OE,Olpe,Olpe,OlpE,DE-NW,Nordrhein-Westfalen,,
D,OF,Offenbach am Main,Offenbach,OFfenbach,DE-HE,Hessen,2,
D,OG,Ortenaukreis,Offenburg,OffenburG,DE-BW,Baden-Württemberg,,
D,OH,Ostholstein,Ostholstein,OstHolstein,DE-SH,Schleswig-Holstein,,
D,OHA,Göttingen,Osterode am Harz,Osterode am HArz,DE-NI,Niedersachsen,,
D,OHV,Oberhavel,Oberhavel,OberHaVel,DE-BB,Brandenburg,,
D,OHZ,Osterholz,Osterholz,OsterHolZ,DE-NI,Niedersachsen,,
D,OK,Börde,Ohrekreis,OhreKreis,DE-ST,Sachsen-Anhalt,,
D,OL,Oldenburg,Oldenburg,OLdenburg,DE-NI,Niedersachsen,1,
D,OP,Stadt Leverkusen,Opladen,OPladen,DE-NW,Nordrhein-Westfalen,,
D,OPR,Ostprignitz-Ruppin,"Ostprignitz, Ruppin","OstPrignitz, Ruppin",DE-BB,Brandenburg,,
D,OS,Osnabrück,Osnabrück,OSnabrück,DE-NI,Niedersachsen,1,
D,OSL,Oberspreewald-Lausitz,"Oberspreewald, Lausitz","OberSpreewald, Lausitz",DE-BB,Brandenburg,,
D,OTW,Neunkirchen,Ottweiler,OTtWeiler,DE-SL,Saarland,,
D,OVI,Schwandorf,Oberviechtach,OberVIechtach,DE-BY,Bayern,,
D,OVL,Vogtlandkreis,Obervogtland,OberVogtLand,DE-SN,Sachsen,,
D,OVP,Vorpommern-Greifswald,Ostvorpommern,OstVorPommern,DE-MV,Mecklenburg-Vorpommern,,
D,OZ,Nordsachsen,Oschatz,OschatZ,DE-SN,Sachsen,,
D,P,Stadt Potsdam,Potsdam,Potsdam,DE-BB,Brandenburg,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Kreis Potsdam-Mittelmark"
D,PA,Passau,Passau,PAssau,DE-BY,Bayern,1,
D,PAF,Pfaffenhofen a. d. Ilm,Pfaffenhofen,PfAFfenhofen,DE-BY,Bayern,,
D,PAN,Rottal-Inn,Pfarrkirchen,PfArrkircheN,DE-BY,Bayern,,
D,PAR,"Kehlheim, Neumarkt i. d. Oberpfalz",Parsberg,PARsberg,DE-BY,Bayern,"3,3",
D,PB,Paderborn,Paderborn,PaderBorn,DE-NW,Nordrhein-Westfalen,,
D,PCH,Ludwigslust-Parchim,Parchim,ParCHim,DE-MV,Mecklenburg-Vorpommern,,
D,PE,Peine,Peine,PEine,DE-NI,Niedersachsen,,
D,PEG,"Bayreuth, Forchheim, Nürnberger Land",Pegnitz,PEGnitz,DE-BY,Bayern,"3,3,3",
D,PF,"Pforzheim, Stadt, Enzkreis",Pforzheim,PForzheim,DE-BW,Baden-Württemberg,"3,3",
D,PI,Pinneberg,Pinneberg,PInneberg,DE-SH,Schleswig-Holstein,,
D,PIR,Sächsische Schweiz-Osterzgebirge,Pirna,PIRna,DE-SN,Sachsen,,
D,PL,Vogtlandkreis,Plauen,PLauen,DE-SN,Sachsen,,
D,PLÖ,Plön,Plön,PLÖn,DE-SH,Schleswig-Holstein,,
D,PM,Potsdam-Mittelmark,"Potsdam, Mittelmark","Potsdam, Mittelmark",DE-BB,Brandenburg,,
D,PN,Saale-Orla-Kreis,Pößneck,PößNeck,DE-TH,Thüringen,,
D,PR,Prignitz,Prignitz,PRignitz,DE-BB,Brandenburg,,
D,PRÜ,Eifelkreis Bitburg-Prüm,Prüm,PRÜm,DE-RP,Rheinland-Pfalz,,
D,PS,"Stadt Pirmasens, Südwestpfalz",Pirmasens,PirmaSens,DE-RP,Rheinland-Pfalz,"3,3",
D,PW,Vorpommern-Greifswald,Pasewalk,PaseWalk,DE-MV,Mecklenburg-Vorpommern,,
D,PZ,Uckermark,Prenzlau,PrenZlau,DE-BB,Brandenburg,,
D,QFT,Saalekreis,Querfurt,QuerFurT,DE-ST,Sachsen-Anhalt,,
D,QLB,Harz,Quedlinburg,QuedLinBurg,DE-ST,Sachsen-Anhalt,,
D,R,Regensburg,Regensburg,Regensburg,DE-BY,Bayern,1,
D,RA,Rastat,Rastatt,RAstatt,DE-BW,Baden-Württemberg,,
D,RC,Vogtlandkreis,Reichenbach,ReiChenbach,DE-SN,Sachsen,,
D,RD,Rendsburg-Eckernförde,Rendsburg,RenDsburg,DE-SH,Schleswig-Holstein,,
D,RDG,Vorpommern-Rügen,Ribnitz-Damgarten,Ribnitz-DamGarten,DE-MV,Mecklenburg-Vorpommern,,
D,RE,Recklinghausen,Recklinghausen,REcklinghausen,DE-NW,Nordrhein-Westfalen,,
D,REG,Regen,Regen,REGen,DE-BY,Bayern,,
D,REH,"Hof, Wunsiedel im Fichtelgebirge",Rehau,REHau,DE-BY,Bayern,"3,3",
D,REI,Berchtesgadener Land,Reichenhall,REIchenhall,DE-BY,Bayern,,
D,RG,Meißen,"Riesa, Großenhain","Riesa, Großenhain",DE-SN,Sachsen,,
D,RH,Roth,Roth,RotH,DE-BY,Bayern,,
D,RI,Schaumburg,Rinteln,RInteln,DE-NI,Niedersachsen,,
D,RID,Kelheim,Riedenburg,RIeDenburg,DE-BY,Bayern,,
D,RIE,Meißen,Riesa,RIEsa,DE-SN,Sachsen,,
D,RL,Mittelsachsen,Rochlitz,RochLitz,DE-SN,Sachsen,,
D,RM,Mecklenburgische Seenplatte,Röbel/müritz,Röbel/Müritz,DE-MV,Mecklenburg-Vorpommern,,
D,RN,Havelland,Rathenow,RatheNow,DE-BB,Brandenburg,,
D,RO,Rosenheim,Rosenheim,ROsenheim,DE-BY,Bayern,1,
D,ROD,"Cham, Schwandorf",Roding,RODing,DE-BY,Bayern,"3,3",
D,ROF,Hersfeld-Rotenburg,Rotenburg an der Fulda,ROtenburg an der Fulda,DE-HE,Hessen,,
D,ROK,Donnersbergkreis,Rockenhausen,ROcKenhausen,DE-RP,Rheinland-Pfalz,,
D,ROL,"Kelheim, Landshut",Rottenburg an der Laaber,ROttenburg an der Laaber,DE-BY,Bayern,"3,3",
D,ROS,Landkreis Rostock,Rostock,ROStock,DE-MV,Mecklenburg-Vorpommern,,
D,ROT,Ansbach,Rothenburg ob der Tauber,ROthenburg ob der Tauber,DE-BY,Bayern,,
D,ROW,Rotenburg (Wümme),Rotenburg (wümme),ROtenburg (Wümme),DE-NI,Niedersachsen,,
D,RP,Rhein-Pfalz-Kreis,Rhein-Pfalz,Rhein-Pfalz,DE-RP,Rheinland-Pfalz,,
D,RS,Stadt Remscheid,Remscheid,RemScheid,DE-NW,Nordrhein-Westfalen,,
D,RSL,Stadt Dessau-Roßlau,Rosslau,RosSLau,DE-ST,Sachsen-Anhalt,,
D,RT,Reutlingen,Reutlingen,ReuTlingen,DE-BW,Baden-Württemberg,,
D,RU,Saalfeld-Rudolstadt,Rudolstadt,RUdolstadt,DE-TH,Thüringen,,
D,RV,Ravensburg,Ravensburg,RaVensburg,DE-BW,Baden-Württemberg,,
D,RW,Rottweil,Rottweil,RottWeil,DE-BW,Baden-Württemberg,,
D,RZ,Herzogtum Lauenburg,Ratzeburg,RatZeburg,DE-SH,Schleswig-Holstein,,
D,RÜD,Rheingau-Taunus Kreis,Rüdesheim,RÜDesheim,DE-HE,Hessen,,
D,RÜG,Vorpommern-Rügen,Rügen,RÜGen,DE-MV,Mecklenburg-Vorpommern,,
D,S,Stadt Stuttgart,Stuttgart,Stuttgart,DE-BW,Baden-Württemberg,,
D,SAB,Trier-Saarburg,Saarburg,SAarBurg,DE-RP,Rheinland-Pfalz,,
D,SAD,Schwandorf,Schwandorf,SchwAnDorf,DE-BY,Bayern,,
D,SAN,"Hof, Kronach, Kulmbach",Stadtsteinach,StAdtsteiNach,DE-BY,Bayern,"3,3,3",
D,SAW,Altmarkkreis Salzwedel,Salzwedel,SAlzWedel,DE-ST,Sachsen-Anhalt,,
D,SB,Stadt Saarbrücken und Stadtverband außer Stadt Völklingen (VK),Saarbrücken,SaarBrücken,DE-SL,Saarland,,
D,SBG,Vorpommern-Greifswald,Strasburg,StrasBurG,DE-MV,Mecklenburg-Vorpommern,,
D,SBK,Salzlandkreis,Schönebeck,SchöneBecK,DE-ST,Sachsen-Anhalt,,
D,SC,Stadt Schwabach,Schwabach,SChwabach,DE-BY,Bayern,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Roth"
D,SCZ,Saale-Orla-Kreis,Schleiz,SChleiZ,DE-TH,Thüringen,,
D,SDH,Kyffhäuserkreis,Sondershausen,SonDersHausen,DE-TH,Thüringen,,
D,SDL,Stendal,Stendal,StenDaL,DE-ST,Sachsen-Anhalt,,
D,SDT,Uckermark,Schwedt,SchweDT,DE-BB,Brandenburg,,
D,SE,Segeberg,Segeberg,SEgeberg,DE-SH,Schleswig-Holstein,,
D,SEB,Sächsische Schweiz-Osterzgebirge,Sebnitz,SEBnitz,DE-SN,Sachsen,,
D,SEE,Märkisch-Oderland,Seelow,SEElow,DE-BB,Brandenburg,,
D,SEF,Neustadt a. d. Aisch-Bad Windsheim,Scheinfeld,SchEinFeld,DE-BY,Bayern,,
D,SEL,Wunsiedel i. Fichtelgebirge,Selb,SELb,DE-BY,Bayern,,
D,SFB,Oberspreewald-Lausitz,Senftenberg,SenFtenBerg,DE-BB,Brandenburg,,
D,SFT,Salzlandkreis,Staßfurt,StaßFurT,DE-ST,Sachsen-Anhalt,,
D,SG,Stadt Solingen,Solingen,SolinGen,DE-NW,Nordrhein-Westfalen,,
D,SGH,Mansfeld-Südharz,Sangerhausen,SanGerHausen,DE-ST,Sachsen-Anhalt,,
D,SHA,Schwäbisch Hall,Schwäbisch Hall,Schwäbisch HAll,DE-BW,Baden-Württemberg,,
D,SHG,Schaumburg,Stadthagen,StadtHaGen,DE-NI,Niedersachsen,,
D,SHK,Saale-Holzland-Kreis,Saale-Holzland-Kreis,Saale-Holzland-Kreis,DE-TH,Thüringen,,
D,SHL,Stadt Suhl,Suhl,SuHL,DE-TH,Thüringen,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Hildburghausen"
D,SI,Siegen-Wittgenstein,Siegen,SIegen,DE-NW,Nordrhein-Westfalen,,
