Nationalitätszeichen,Unterscheidungszeichen,StadtOderKreis,Herleitung,HerleitungMarkiert,Bundesland.Iso3166-2,Bundesland.Name,Fußnoten,Bemerkung
D,SIG,Sigmaringen,Sigmaringen,SIGmaringen,DE-BW,Baden-Württemberg,,
D,SIM,Rhein-Hunsrück-Kreis,Simmern,SIMmern,DE-RP,Rheinland-Pfalz,,
D,SK,Saalekreis,Saalekreis,SaaleKreis,DE-ST,Sachsen-Anhalt,,
D,SL,Schleswig-Flensburg,Schleswig,SchLeswig,DE-SH,Schleswig-Holstein,,
D,SLE,"Düren, Euskirchen",Schleiden,SchLEiden,DE-NW,Nordrhein-Westfalen,"3,3",
D,SLF,Saalfeld-Rudolstadt,Saalfeld,SaaLFeld,DE-TH,Thüringen,,
D,SLG,"Ravensburg, Sigmaringen",Saulgau,SauLGau,DE-BW,Baden-Württemberg,"3,3",
D,SLK,Salzlandkreis,Salzlandkreis,SalzLandKreis,DE-ST,Sachsen-Anhalt,,
D,SLN,Altenburger Land,Schmölln,SchmölLN,DE-TH,Thüringen,,
D,SLS,Saarlouis,Saarlouis,SaarLouiS,DE-SL,Saarland,,
D,SLZ,Wartburgkreis,Salzungen,SaLZungen,DE-TH,Thüringen,,
D,SLÜ,Main-Kinzig-Kreis,Schlüchtern,SchLÜchtern,DE-HE,Hessen,,
D,SM,Schmalkalden-Meiningen,Schmalkalden,SchMalkalden,DE-TH,Thüringen,,
D,SMÜ,Augsburg,Schwabmünchen,SchwabMÜnchen,DE-BY,Bayern,,
D,SN,Stadt Schwerin,Schwerin,SchweriN,DE-MV,Mecklenburg-Vorpommern,1,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Ludwiglust-Parchim"
D,SO,Soest,Soest,SOest,DE-NW,Nordrhein-Westfalen,,
D,SOB,Neuburg-Schrobenhausen,Schrobenhausen,SchrOBenhausen,DE-BY,Bayern,,
D,SOG,Weilheim-Schongau,Schongau,SchOnGau,DE-BY,Bayern,,
D,SOK,Saale-Orla-Kreis,Saale-Orla-Kreis,Saale-Orla-Kreis,DE-TH,Thüringen,,
D,SON,Sonneberg,Sonneberg,SONneberg,DE-TH,Thüringen,,
D,SP,Stadt Speyer,Speyer,SPeyer,DE-RP,Rheinland-Pfalz,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Rhein-Pfalz-Kreis"
D,SPB,Spree-Neiße,Spremberg,SPremBerg,DE-BB,Brandenburg,,
D,SPN,Spree-Neiße,"Spree, Neiße","SPree, Neiße",DE-BB,Brandenburg,,
D,SR,"Straubing, Straubing-Bogen",Straubing,StRaubing,DE-BY,Bayern,"1,1",
D,SRB,Märkisch-Oderland,Strausberg,StRausBerg,DE-BB,Brandenburg,,
D,SRO,Saale-Holzland-Kreis,Stadtroda,StadtROda,DE-TH,Thüringen,,
D,ST,Steinfurt,Steinfurt,STeinfurt,DE-NW,Nordrhein-Westfalen,,
D,STA,Starnberg,Starnberg,STArnberg,DE-BY,Bayern,,
D,STB,Ludwigslust-Parchim,Sternberg,STernBerg,DE-MV,Mecklenburg-Vorpommern,,
D,STD,Stade,Stade,STaDe,DE-NI,Niedersachsen,,
D,STE,Lichtenfels,Staffelstein,STaffelstEin,DE-BY,Bayern,,
D,STL,Erzgebirgskreis,Stollberg,STolLberg,DE-SN,Sachsen,,
D,STO,"Konstanz, Sigmaringen",Stockach,STOckach,DE-BW,Baden-Württemberg,"3,3",
D,SU,Rhein-Sieg-Kreis,Siegburg,SiegbUrg,DE-NW,Nordrhein-Westfalen,,
D,SUL,Amberg-Sulzbach,Sulzbach-Rosenberg,SULzbach-Rosenberg,DE-BY,Bayern,,
D,SW,Schweinfurt,Schweinfurt,SchWeinfurt,DE-BY,Bayern,1,
D,SWA,Rheingau-Taunus-Kreis,Schwalbach,SchWAlbach,DE-HE,Hessen,,
D,SY,Diepholz,Syke,SYke,DE-NI,Niedersachsen,,
D,SZ,Stadt Salzgitter,Salzgitter,SalZgitter,DE-NI,Niedersachsen,,
D,SZB,Erzgebirgskreis,Schwarzenberg,SchwarZenBerg,DE-SN,Sachsen,,
D,SÄK,Waldshut,Säckingen,SÄcKingen,DE-BW,Baden-Württemberg,,
D,SÖM,Sömmerda,Sömmerda,SÖMmerda,DE-TH,Thüringen,,
D,SÜW,Südliche Weinstraße,Südliche Weinstraße,SÜdliche Weinstraße,DE-RP,Rheinland-Pfalz,,
D,TBB,Main-Tauber-Kreis,Tauberbischofsheim,TauBerBischofsheim,DE-BW,Baden-Württemberg,,
D,TDO,Nordsachsen,"Torgau, Delitzsch, Oschatz","Torgau, Delitzsch, Oschatz",DE-SN,Sachsen,,
D,TE,Steinfurt,Tecklenburg,TEcklenburg,DE-NW,Nordrhein-Westfalen,,
D,TET,Landkreis Rostock,Teterow,TETerow,DE-MV,Mecklenburg-Vorpommern,,
D,TF,Teltow-Fläming,"Teltow, Fläming","Teltow, Fläming",DE-BB,Brandenburg,,
D,TG,Nordsachsen,Torgau,TorGau,DE-SN,Sachsen,,
D,TIR,Tirschenreuth,Tirschenreuth,TIRschenreuth,DE-BY,Bayern,,
D,TO,Nordsachsen,"Torgau, Oschatz","Torgau, Oschatz",DE-SN,Sachsen,,
D,TP,Uckermark,Templin,TemPlin,DE-BB,Brandenburg,,
D,TR,Stadt Trier und Trier-Saarburg,Trier,TRier,DE-RP,Rheinland-Pfalz,,
D,TS,Traunstein,Traunstein,TraunStein,DE-BY,Bayern,,
D,TT,Bodenseekreis,Tettnang,TeTtnang,DE-BW,Baden-Württemberg,,
D,TUT,Tuttlingen,Tuttlingen,TUTtlingen,DE-BW,Baden-Württemberg,,
D,TÖL,Bad Tölz-Wolfratshausen,Tölz,TÖLz,DE-BY,Bayern,,
D,TÜ,Tübingen,Tübingen,TÜbingen,DE-BW,Baden-Württemberg,,
D,UE,Uelzen,Uelzen,UElzen,DE-NI,Niedersachsen,,
D,UEM,Vorpommern-Greifswald,Ueckermünde,UEckerMünde,DE-MV,Mecklenburg-Vorpommern,,
D,UER,Vorpommern-Greifswald,Uecker-Randow,UEcker-Randow,DE-MV,Mecklenburg-Vorpommern,,
D,UFF,Neustadt a. d. Aisch-Bad Windsheim,Uffenheim,UFFenheim,DE-BY,Bayern,,
D,UH,Unstrut-Hainich-Kreis,"Unstrut, Hainich","Unstrut, Hainich",DE-TH,Thüringen,,
D,UL,"Ulm, Stadt, Alb-Donaukreis",Ulm,ULm,DE-BW,Baden-Württemberg,"3,3",
D,UM,Uckermark,Uckermark,UckerMark,DE-BB,Brandenburg,,
D,UN,Unna,Unna,UNna,DE-NW,Nordrhein-Westfalen,,
D,USI,Hochtaunuskreis,Usingen,USIngen,DE-HE,Hessen,,
D,V,Vogtlandkreis,Vogtland,Vogtland,DE-SN,Sachsen,,
D,VAI,Ludwigsburg,Vaihingen,VAIhingen,DE-BW,Baden-Württemberg,,
D,VB,Vogelsbergkreis,Vogelsberg,VogelsBerg,DE-HE,Hessen,,
D,VEC,Vechta,Vechta,VEChta,DE-NI,Niedersachsen,,
D,VER,Verden,Verden,VERden,DE-NI,Niedersachsen,,
D,VG,Vorpommern-Greifswald,"Vorpommern, Greifswald","Vorpommern, Greifswald",DE-MV,Mecklenburg-Vorpommern,,
D,VIB,"Landshut, Rottal-Inn",Vilsbiburg,VIlsBiburg,DE-BY,Bayern,"3,3",
D,VIE,Viersen,Viersen,VIErsen,DE-NW,Nordrhein-Westfalen,,
D,VIT,Regen,Viechtach,VIechTach,DE-BY,Bayern,,
D,VK,Stadt Völklingen,Völklingen,VölKlingen,DE-SL,Saarland,,
D,VOH,Neustadt a. d. Waldnaab,Vohenstrauß,VOHenstrauß,DE-BY,Bayern,,
D,VR,Vorpommern-Rügen,"Vorpommern, Rügen","Vorpommern, Rügen",DE-MV,Mecklenburg-Vorpommern,,
D,VS,Schwarzwald-Baar-Kreis,Villingen-Schwenningen,Villingen-Schwenningen,DE-BW,Baden-Württemberg,,
D,W,Stadt Wuppertal,Wuppertal,Wuppertal,DE-NW,Nordrhein-Westfalen,,
D,WA,Waldeck-Frankenberg,Waldeck,WAldeck,DE-HE,Hessen,,
D,WAF,Warendorf,Warendorf,WArendorF,DE-NW,Nordrhein-Westfalen,,
D,WAK,Wartburgkreis,Wartburgkreis,WArtburgKreis,DE-TH,Thüringen,,
D,WAN,Stadt Herne,Wanne,WANne,DE-NW,Nordrhein-Westfalen,,
D,WAR,Höxter,Warburg,WARburg,DE-NW,Nordrhein-Westfalen,,
D,WAT,Stadt Bochum,Wattenscheid,WATtenscheid,DE-NW,Nordrhein-Westfalen,,
D,WB,Wittenberg,Wittenberg,WittenBerg,DE-ST,Sachsen-Anhalt,,
D,WBG,Stadt Wolfsburg,Worbis,WorBiS,DE-NI,Niedersachsen,,
D,WBS,Eichsfeld,Werdau,WerDAu,DE-TH,Thüringen,,
D,WDA,Zwickau,Weimar,WEimar,DE-SN,Sachsen,,
D,WE,Stadt Weimar,Weilburg,WEiLburg,DE-TH,Thüringen,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Weimarer Land"
D,WEL,Limburg-Weilburg,Weiden,WEideN,DE-HE,Hessen,,
D,WEN,Stadt Weiden in der Oberpfalz,Wertingen,WERtingen,DE-BY,Bayern,,
D,WER,"Augsburg, Dillingen a. d. Donau",Wertingen,WERtingen,DE-BY,Bayern,"3,3",
D,WES,Wesel,Wesel,WESel,DE-NW,Nordrhein-Westfalen,,
D,WF,Wolfenbüttel,Wolfenbüttel,WolFenbüttel,DE-NI,Niedersachsen,,
D,WG,Ravensburg,Wangen,WanGen,DE-BW,Baden-Württemberg,,
D,WHV,Stadt Wilhelmshaven,Wilhelmshaven,WilhelmsHaVen,DE-NI,Niedersachsen,,
D,WI,Stadt Wiesbaden,Wiesbaden,WIesbaden,DE-HE,Hessen,,
D,WIL,Bernkastel-Wittlich,Wittlich,WIttLich,DE-RP,Rheinland-Pfalz,,
D,WIS,Nordwestmecklenburg,Wismar,WISmar,DE-MV,Mecklenburg-Vorpommern,,
D,WIT,Ennepe-Ruhr-Kreis,Witten,WITten,DE-NW,Nordrhein-Westfalen,,
D,WIZ,Werra-Meißner-Kreis,Witzenhausen,WItZenhausen,DE-HE,Hessen,,
D,WK,Ostprignitz-Ruppin,Wittstock,WittstocK,DE-BB,Brandenburg,,
D,WL,Harburg,Winsen (luhe),Winsen (Luhe),DE-NI,Niedersachsen,,
D,WLG,Vorpommern-Greifswald,Wolgast,WoLGast,DE-MV,Mecklenburg-Vorpommern,,
D,WM,Weilheim-Schongau,Weilheim,WeilheiM,DE-BY,Bayern,,
D,WMS,Börde,Wolmirstedt,WolMirStedt,DE-ST,Sachsen-Anhalt,,
D,WN,Rems-Murr-Kreis,Waiblingen,WaiblingeN,DE-BW,Baden-Württemberg,,
D,WND,St. Wendel,Wendel,WeNDel,DE-SL,Saarland,,
D,WO,Stadt Worms,Worms,WOrms,DE-RP,Rheinland-Pfalz,,
D,WOB,Stadt Wolfsburg,Wolfsburg,WOlfsBurg,DE-NI,Niedersachsen,,
D,WOH,Kassel,Wolfhagen,WOlfHagen,DE-HE,Hessen,,
D,WOL,"Freudenstadt, Ortenaukreis",Wolfach,WOLfach,DE-BW,Baden-Württemberg,"3,3",
D,WOR,"Bad Tölz-Wolfratshausen, München, Starnberg",Wolfratshausen,WOlfRatshausen,DE-BY,Bayern,"3,3",
D,WOS,Freyung-Grafenau,Wolfstein,WOlfStein,DE-BY,Bayern,,
D,WR,Harz,Wernigerode,WernigeRode,DE-ST,Sachsen-Anhalt,,
D,WRN,Mecklenburgische Seenplatte,Waren,WaReN,DE-MV,Mecklenburg-Vorpommern,,
D,WS,"Mühldorf am Inn, Rosenheim",Wasserburg,WasSerburg,DE-BY,Bayern,"3,3",
D,WSF,Burgenlandkreis,Weissenfels,WeisSenFels,DE-ST,Sachsen-Anhalt,,
D,WST,Ammerland,Westerstede,WesterSTede,DE-NI,Niedersachsen,,
D,WSW,Görlitz,Weisswasser,WeisSWasser,DE-SN,Sachsen,,
D,WT,Waldshut,Waldshut,WaldshuT,DE-BW,Baden-Württemberg,,
D,WTL,Osnabrück,Wittlage,WitTLage,DE-NI,Niedersachsen,,
D,WTM,Wittmund,Wittmund,WitTMund,DE-NI,Niedersachsen,,
D,WUG,Weißenburg-Gunzenhausen,Weißenburg,WeißenbUrG,DE-BY,Bayern,,
D,WUN,Wunsiedel im Fichtelgebirge,Wunsiedel,WUNsiedel,DE-BY,Bayern,,
D,WUR,Leipzig,Wurzen,WURzen,DE-SN,Sachsen,,
D,WW,Westerwald,Westerwald,WesterWald,DE-RP,Rheinland-Pfalz,,
D,WZ,Lahn-Dill-Kreis,Wetzlar,WetZlar,DE-HE,Hessen,,
D,WZL,Börde,Wanzleben,WanZLeben,DE-ST,Sachsen-Anhalt,,
D,WÜ,Würzburg,Würzburg,WÜrzburg,DE-BY,Bayern,1,
D,WÜM,Cham,Waldmünchen (mit einem Buchstabendreher),WaldMÜnchen (mit einem Buchstabendreher),DE-BY,Bayern,,
D,Z,Zwickau,Zwickau,Zwickau,DE-SN,Sachsen,,
D,ZE,Anhalt-Bitterfeld,Zerbst,ZErbst,DE-ST,Sachsen-Anhalt,,
D,ZEL,Cochem-Zell,Zell,ZELl,DE-RP,Rheinland-Pfalz,,
D,ZI,Görlitz,Zittau,ZIttau,DE-SN,Sachsen,,
D,ZIG,Schwalm-Eder-Kreis,Ziegenhain,ZIeGenhain,DE-HE,Hessen,,
D,ZP,Erzgebirgskreis,Zschopau,ZschoPau,DE-SN,Sachsen,,
D,ZR,Greiz,Zeulenroda,ZeulenRoda,DE-TH,Thüringen,,
D,ZS,Teltow-Fläming,Zossen,ZoSsen,DE-BB,Brandenburg,,
D,ZW,"Stadt Südwestpfalz, Zweibrücken",Zweibrücken,ZWeibrücken,DE-RP,Rheinland-Pfalz,"3,3",
D,ZZ,Burgenlandkreis,Zeitz,ZeitZ,DE-ST,Sachsen-Anhalt,,
D,ÖHR,Hohenlohekreis,Öhringen,ÖHRingen,DE-BW,Baden-Württemberg,,
D,ÜB,"Ravensburg, Bodenseekreis, Sigmaringen",Überlingen,ÜBerlingen,DE-BW,Baden-Württemberg,"3,3,3",
